1,1,1,1348,1633234736276,7,14,1
2,1,1,2620,1633234736276,5,14,1
3,1,1,2524,1633234736276,4,13,1
4,1,1,980,1633234736276,6,7,1
5,1,1,992,1633234736276,9,6,1
6,1,1,819,1633234736276,10,7,1
7,1,1,175,1633234736276,10,5,1
8,1,1,1200,1633234736276,9,11,1
9,1,1,373,1633234736276,10,9,1
10,1,1,1231,1633234736276,1,7,1
11,1,1,2017,1633234736276,3,5,1
12,1,1,1304,1633234736276,1,8,1
13,1,1,854,1633234736276,9,10,1
14,1,1,1912,1633234736276,3,8,1
15,1,1,188,1633234736276,2,12,1
16,1,1,1275,1633234736276,1,6,1
17,1,1,201,1633234736276,4,7,1
18,1,1,1959,1633234736276,4,6,1
19,1,1,2235,1633234736276,9,6,1
20,1,1,265,1633234736276,3,5,1
21,1,1,1352,1633234736276,5,9,1
22,1,1,516,1633234736276,5,11,1
23,1,1,411,1633234736276,10,8,1
24,1,1,1527,1633234736276,3,8,1
25,1,1,2647,1633234736276,10,13,1
26,1,1,1330,1633234736276,9,5,1
27,1,1,399,1633234736276,6,15,1
28,1,1,1462,1633234736276,2,14,1
29,1,1,2495,1633234736276,3,14,1
30,1,1,2035,1633234736276,1,11,1
31,1,1,2290,1633234736276,8,13,1
32,1,1,1341,1633234736276,10,9,1
33,1,1,480,1633234736276,3,6,1
34,1,1,874,1633234736276,5,14,1
35,1,1,755,1633234736276,9,14,1
36,1,1,1264,1633234736276,3,10,1
37,1,1,2250,1633234736276,4,15,1
38,1,1,2500,1633234736276,4,13,1
39,1,1,960,1633234736276,5,14,1
40,1,1,1933,1633234736276,6,10,1
41,1,1,1770,1633234736276,1,7,1
42,1,1,1426,1633234736276,3,13,1
43,1,1,1611,1633234736276,8,10,1
44,1,1,1371,1633234736276,5,15,1
45,1,1,1161,1633234736276,8,6,1
46,1,1,41,1633234736276,2,6,1
47,1,1,1730,1633234736276,8,7,1
48,1,1,1480,1633234736276,4,6,1
49,1,1,11,1633234736276,2,14,1
50,1,1,1504,1633234736276,2,5,1
51,1,1,925,1633234736276,5,8,1
52,1,1,1613,1633234736276,5,12,1
53,1,1,1389,1633234736276,7,14,1
54,1,1,1988,1633234736276,3,8,1
55,1,1,328,1633234736276,6,6,1
56,1,1,394,1633234736276,7,11,1
57,1,1,1316,1633234736276,10,6,1
58,1,1,947,1633234736276,3,6,1
59,1,1,1168,1633234736276,10,14,1
60,1,1,62,1633234736276,1,7,1
61,1,1,433,1633234736276,2,9,1
62,1,1,732,1633234736276,4,12,1
63,1,1,477,1633234736276,6,13,1
64,1,1,853,1633234736276,1,14,1
65,1,1,35,1633234736276,3,6,1
66,1,1,2020,1633234736276,8,10,1
67,1,1,1723,1633234736276,2,7,1
68,1,1,617,1633234736276,10,12,1
69,1,1,1057,1633234736276,3,12,1
70,1,1,602,1633234736276,4,11,1
71,1,1,2624,1633234736276,10,15,1
72,1,1,2073,1633234736276,5,9,1
73,1,1,504,1633234736276,7,14,1
74,1,1,2544,1633234736276,6,8,1
75,1,1,558,1633234736276,6,12,1
76,1,1,2737,1633234736276,9,13,1
77,1,1,307,1633234736276,4,14,1
78,1,1,1435,1633234736276,5,9,1
79,1,1,1434,1633234736276,7,15,1
80,1,1,1455,1633234736276,9,9,1
81,1,1,1698,1633234736276,7,11,1
82,1,1,1918,1633234736276,7,6,1
83,1,1,2651,1633234736276,4,11,1
84,1,1,2717,1633234736276,8,13,1
85,1,1,2301,1633234736276,5,13,1
86,1,1,2227,1633234736276,9,10,1
